id,title,content,label
1225,"Good Services","Staff is nicefriendly, room is clean","Facilities & Services"
1226,Worst,"Horrible place to stay",General
1227,"Value for money","A so so stay",General
1228,"So so hotel","Disappointed on the price",General
1229,Nil,Nil,General
1230,"A decent budget hotel","I visited my friend who lives in Kovan. There are not many hotel choices. I picked up Fragrance. The double room (with king-size bed) is good, enough for one person. This room has windows. However, the twin bed room is not that good, super small, very dark (not enough lights), like a prison cell. Generally the bathroom is small, but the shower is good. The staff are friendly and helpful.","Facilities & Services"
1231,Good,Good,General
1232,Bathroom,"Bathroom tissue wasnt replenish.
Coffee/tea bags for one person only.","Facilities & Services"
1233,"Good value","I enjoyed my stay except the place can be kept cleaner I supposed.","Facilities & Services"
1234,"Good ",Good,General
1235,Normal,Normal,General
1236,Director,sds,General
1237,"Simply of design","Improve shower heater and shower head and put wet tissue inside the toilet, room without tissue:(:(",Room
1238,"We will definitely go back here","Very nice",General
1239,"Good stay","Not the 1st time and definitely not my last ",General
1240,"Good Stay","It was a good stay !",General
1241,"Worth the stay","Affordable hotel stay",General
1242,clean,"clean,good staff,good location",General
1243,"Nice stay",,General
1244,"Small hotel with small room","its wrong choice to stay at this hotel",Room
1245,"Im not staying at this hotel anymore","I will not staying at this hotel anymore",General
1246,"A normal hotel","Only Normal",General
1247,"It was alright","it was fine.",General
1248,"The location is nice to take kids for walk to tje museum, park and main interested area","Please make sure your front staffs have the same standard in serve the guests with nice smile and greetings","Facilities & Services"
1249,"A pleasant surprise","I was pleasantly surprised with how much I enjoyed my stay at the Peninsula Excelsior.Honestly the Agoda discount was the original reason I chose it, despite my friends telling me it wasnt a good location (I used to live in Sing).But they were wrong, its only two half blocks from the entrance to City Hall metro, and on the route of a number of busses.I had a corner room with a partial view towards the Singapore Flyerthe city from the other side.Although it was my first stay they put me on the 16th floor near the lift, which I appreciated as a female traveling solo.The room was adequate, and I loved the seat next to the window.I had health issues at the beginning and end of my trip, so had room service my first nightdinner With a friendat Coleman Cafe - both meals were delicious and reasonably priced.The cafe also serves all day breakfast.Downstairs is Spinelli Coffee, which I consider to be the best coffee in Sing.I did not go into Peninsula Plaza but it is located just across the street.Other tourist sites are nearby like The Peranakan Museum (walking distance), Chinatown (3 metro stations or a few bus stops away), Clarke Quay is technically in walking distance but not recommended in hot sun (I got dehydrated) etc etc.The hotel is not the most modern and could use an update.But it is not rundown as previously reviewed,just a little dated but still quite comfortable.Finally, the service is impeccable.It can be a little slow (it took over 1/2 for ice delivery sometimes) but really, thats typical in .Asia.The staff is friendly, efficient and helpful with a smile.All in all, it was a quite a lovely stay.P.S. They have recently started a hotel program called Elite Club.Its freerecommended if you plan return trips.The staff is not informed but if you insist like I did, they will contact you about the program.Its worth it.","Facilities & Services"
1250,"Nice, convenience ","Nice and friendly staff, convenience location, room is clean with good facilities. ",General
1251,"
                                        ","Very central location, good transport, lovely views and excellent food",Location
1252,"Great stay","Thanks to receptionist, Mint, who upgraded us and gave us a room on a high floor. Check in and check out process was fast and Mint was all smiley. Great experience afterall. ","Facilities & Services"
1253,"comfortable stay","hotel is clean and the staff is very helpful. ","Facilities & Services"
1254,"cant remember much ","okay hotel",General
1255,"Good hotel near Marina Bay","Hotel nice and value for money. But you ask floor and view facing Marina Bay.",General
1256,Great,"High CP VALUE",General
1257,"
                                        ","Great location in singapore",Location
1258,"
                                        ","great access, value for money",General
1259,"Great location","great location. staff upgraded us to a bigger room as we have an infant with us, thats very thoughful. however, the room they provided was a bit dusty (around the bar and toilet). overall, it was a pleasant stay.",Location
1260,"Very good view","I got the room which in the corner and got both side view - a little view from Marina bay and Orchard road, Clark Quay view - This really fresh me every morning when I woke up. My Mom and Dad love this hotel as very comfort them for travel every attraction in Singapore",Room
1261,"Great location","Located next to City Hall MRT, just few minutes walk; room size is good, view is good (if face to Singapore River) and nice lobby. Just one comment: check-in service can be faster",Location
1262,"Best location","Very nice hoe with best location, easy for walking or travel with MRT.",Location
1263,"Not too bad ","Though the room looks rather old, especially the wall, it was still clean and staffs were really friendly and service is good . Was here to celebrate my partners birthday. They upgraded our room to mbs view and also provided a cake. ","Facilities & Services"
1264,"Unpleasant stay","Check in process took awhile as staff could not find my booking in the system. 

Bed was hard. Bathtub had stains. Walls were not soundproof as could hear noise from corridor

Venue was good as near cityhall. ","Facilities & Services"
1265,"
                                        ","nearby construction going on",General
1266,"
                                        ","The check-in counter is so crowded while the staff is too less. Spend a lot time on check-in and check-out process. The room is ok but the bathroom is pee smell since opened the door and shower door unsealed during showering. So wet. If the staff improve more service mind would be great.","Facilities & Services"
1267,"Very nice location","Very nice location",Location
1268,"A little further away the normal beaten track but good","Its a bit of a walk to nearest MRT but situated right next to malls for food, although the malls are a bit lackluster. ",Location
1269,"Excellent Hotel and highly recommended. ","Location is great.Very clean. Service is good. Staff are very friendly. Reception are very accommodating. Everything in the area is within reach like MRT, restaurants, bus routes, food court, close to Merlion and Marina Bay Sands. 
We have a great time staying at this Hotel. This Hotel is highly recommended. ",Location
1270,"
                                        ","Overall satisfy with the stay at this hotel.",General
1271,"
                                        ","location is good...but access is bad and crowdy elevator ....room is mouse house size...and room especially bathroom omg is so old and ridiculous small",Location
1272,"Very convenient","Nice staff, good location",General
1273,"nice location","we got upgraded to a bigger room with 1 single bed and 1 queen sized bed. Yayy! 
Food courts are very close to hotel. Also near mrt station. ",Location
1274,"Nice Location ","Beside has a shipping mall.",Location
1275,"The rooms are run down, hall ways are not vacuumed and service at the hotel amenities are slow. ","The hotel needs a total restoration and is currently overpriced. ","Facilities & Services"
1276,"
                                        ","Clean hotel, clean room, good location, safe, staff, caring Has full facilities. Worth the money paid",General
1277,"
                                        ","Good location, nearby MRT and food places. Clean room. Good facilities and nice staffs...",Location
1278,"Couldn't fault the location","This hotel is perfect to cover all the main attractions Singapore has to offer, it is literally five minutes from the MRT station which makes it simple and cost effective to get around including to the airport.

The room was clean, well equipped with everything you would expect.
We didnt try any of the eateries as there is so much around and about.",Location
1279,Convinient,"Very closeto all business proximities, cooperative staff, value for money.
Good breakfast",Location
1280,"Great location and value","Very central to many tourist attractions and MRT is a 5 minute walk. 
Rooms were not overly large but adequate. A little datedin the bathhoom but clean and has everything you need. Although the shower head did t have a holder so you could stand underneath - a bit tricky showering with one hand. 
The hotel provides free phone with apps you can use during your stay and make free international calls. 
We chose to have a light breakfast in. The coffee shop at street level- better than the hotel buffet as we dont like big breakfast and prefer barista coffee. 
Ask for a room with the view of the marina - you might get lucky 

We would stay here again. ",Location
1281,"Convenient Location","A lovely hotel. Very relaxed and clean. Very convenient to mrt and raffles city.
Would recommend.",Location
1282,"Terrible and not worth the $","I had several things go wrong during my stay at this hotel:1) A large tile on the bathtub was loose and falling off2) A fuse blew in the middle of the night in my room3) They then came in at 6:30 am to fix the fuse issue and woke me up4)They tried to charge me for room damages when I checked into the room4) It smelled as though it hadnt been properly ventilated in year5) The room hadnt been thoroughly cleaned - water spots and stains spots visible in the bath and bedroom- These things wouldnt be that bad if it had been something like a motel 6, but the fact is they wanted to market it like a nice hotel when it is more like a place where you take a sleazy escort.","Facilities & Services"
1283,"Old hotel with good location","The hotel is an old hotel but has a good location, walking distance to Clarke Quay and also Citi Hall MRT Station. There are plenty of food courts near the hotel, one of them is right across the hotel building. What I dont like about the hotel is the old furniture and also the carpet look dusty and old.",Location
1284,"very near from other area","this is nice hotel",Location
1285,"Gorgeous view ","If you get the right tower and a decently high floor, the view is exceptional and easily rivals more prestigious hotels nearby.",General
1286,"
                                        ","Good location , easy to go any destination. ",Location
1287,"Adequate room ","The hotel room was not deluxe and definitely not 4 star.",Room
1288,"Nice hotel","Clean thru out n friendly staff
","Facilities & Services"
1289,"Convenient / Easy access","Location ; A few steps from City Hall MRT, reachable to Clark Quay and Esplanade.
Room ; Big enough but a bit old, very good to provide the internet-handy phone for carrying out",Location
1290,"
                                        ","I think they upgraded my room from deluxe to premium on 18th floor. The old smelly room was a let down, not to mentioned the unfriendly staff. Not anything about the upgrade nor the bfast was informed to me, had to ask around myself. Location wise is superbly convenient, 3mins walk from City hall station exit D. Better service next time!","Facilities & Services"
1291,"Not 4 star","Room was adequate but not 4 star deluxe.",Room
1292,"great ambience","that was awesome hotel...great view.great location near from city hall mrt.great ambience",Location
1293,"Awesome ","Great hotel ",General
1294,"Good location","Nice hotel, near to city and mrt station",Location
1295,"No much to expect. Expensive as everywhere else in Sg","The only pro was The location, it was convenient, close to train station. 
The hotel room is small and dark, fairly to say the price was relatively cheap in Sg therefore we cannot expect too much. Although I hoped they have somehow cleanliness standard in Sg,but well.. same as you pay for a 2-3* hotel in Thailand, except the price is 3 times higher",Location
1296,"Good hotel","Close to travel convention - good location - nice hotel",Location
1297,"Good location","The location is very good. it is in central area.
The hotel is clean and very safe.
Very close to main attractions, bars and business district.
I really recommend it. ",Location
1298,"Perfect location!","You really cant beat the Peninsula Excelsior for great location combined with excellent value. In Singapore these days there would be countless more luxurious hotels but we wanted to be out and about all the time and have a clean, safe and comfortable base - this hotel exceeds all of that and we would definitely stay again!",Location
1299,"Good hotel","Good locationNice viewGreat support from hotel staff",Location
1300,"Good location","OK hotel, good location",Location
1301,"Great location,  very clean but staffs not very friendly. L","Great selection of buffet breakfast. ",General
1302,"
                                        ","worth it",General
1303,"central location, clean and spacious room.","came for 3 days conference at Subject convention centre, the hotel is 15mins walk to Suntec. room is clean, very comfortable bed and spacious room even though hotel is a little old. Accidentally lost my necklace in the room, I left a note for the housekeeping staff just in case if they find them. and then when I came back from to the hotel in the evening, the housekeeping staff found my necklace and left it on the table. :) ",Room
1304,"The hotel good location for F1 grandprix","I stayed here for 2 nights while I am in F1 packages, the location is very good, cleans, the facilities is very good and the room is spacious enough. Very reccommended for holiday and biz",Location
1305,Location!Location!Location!,"Near Citihall!
Location is great. Worth to stay for business trip.",Location
1306,Average,"The hotel is quite old but is well maintained. 
Twin bed is quite small, however the air con still works well and the room is clean for an old hotel.
Location is good if you have appointment with banks since all the banks office are located in this area. However, if you are a traveller, it might not be a good location.
MRT train will be crowded during afternoon rush hour since it is a business district, therefore people are going home, not getting off the train. 
Food place will be crowded during office lunch hour.
If you can manage the time, it might be worth it.",General
1307,.,"Customer service was good. Room is bigquite clean. Only disappointment is the brunch at their own hotel cafe. It was bad.","Facilities & Services"
1308,"Housekeeping needs more work","- Room initially looks pleasant and clean. However after a couple of days stay, Ants started to appear around the room. I had to put food in the bathroom so ants could not get to it.

- Asked for 2 additional towels from housekeeping lady, she said she could not spare anymore towels as she didnt have enough, and only could give me ONE. I accommodated once but on the second time, it was the same reply. A big hotel with no spare towels is not acceptable. When i said I need 2 towels as the 1st time it didnt work, i had to share a wet towel with my daughter, she unwillingly gave the 2 towels looking very unhappy. 

- On the day i was checking out, I looked under the bed to check if my daughter dropped any toys under, and i found a used Mens underwear from previous guest. Obviously the 7 days i was staying there, Housekeeping did not vacuum or clean under the bed.

- Told reception and manager about it upon checking out, but there was no attempt /initiative to offer a feedback form. In the end I had to ask for it myself.

Absolutely disappointing and feel utterly disgusted knowing that someone left an USED Underwear under the bed I slept. (Not sure how OLD this underwear was!!)

Would not stay again nor recommend anyone to stay in there.",Room
1309,"good and clean ","Hotel is in good location , good for transport",Location
1310,"A bit disappointed","We wanted to have a really comfortable stay during our last SG trip. Location-wise this was a great location, but the service and amenities have a lot of room for improvement",Location
1311,good,good,General
1312,"Excellent Location","Staff is very friendly, City Centre position. Room Service excellent. Keith Derby England",General
1313,"Good location","Good location.
But the Housekeeping staff lazy ",Location
1314,"Superb location","I stayed at The Peninsular Excelsior for the Lunar new year celebrations and was pleasantly surprised at my unexpected upgrade upon arrival. I ended up on the 16th floor in a premier corner room over looking Clarke Quay and Marina Bay. Breakfast was good, plenty to choose from and the location is amongst the best, central to everything, just 5 or 10 minutes walk to Clarke Quay and 5 minutes to Fort Canning Park and City Hall MRT. I wouldnt hesitate to stay there again though it maybe out of my price range next time for F1 season.",Location
1315,"Nice hotel","Hotel is centrally located in the city. Mrt within walking distance",Location
1316,"Good service and hospitallity staffs...","Keep up good job!","Facilities & Services"
1317,"So so","Thats the price and quality you can expect in Singapore ",General
1318,"good location but not kindly employer.... ","l took two hours waiting chack in severce....",Location
1319,"In the overall is good hotel","We spent three nights and everything was satisfactory",General
1320,"additional carpark fees required","No carpark for the hotel itself. additional carpark fees is required which we are not informed previously.",General
1321,"Good location ","very near to ROM and good location for foods and shopping",Location
1322,"Just what I expected","I booked this hotel mainly for the location. It did not disappoint. ",Location
1323,Good,Good+,General
1324,"Very Nice Hotel - Construction Site next door...","Just staying one night room upgraded but overlooking demolition site which was noisy until 6pm thereafter quite fine.A great centrally located hotel with nice facilities. Room good breakfast as I recall was good too... neat easy. Met my picky expectations.",General
1325,"Good location - some issues with reservation quickly resolved ","I have stayed at the peninsula Excelsior previously because of its location which is only a few hundred meters from the City Hall MRT station. The hotel is also close to many find restaurants on the Clarks Quay.I had requested a non-smoking room however the front desk assigned me to a smoking room when I pointed this out they quickly resolved it with me in the other tower on the floor that is all non-smoking. ",Location
1326,"Great place","value for money",General
1327,"Awesome View",neat,General
1328,"Free upgrade",great,General
1329,"Room is clean and the location is great","Room service is bad. I had to call 3 times for drinking water and finally delivery came after 1one and half hours. No iron and ironing board in the club room. I had to call the housekeeping several times for the iron and ironing board. this irresponsible act made me late for my business meeting ",General
1330,"Nice hotel","Nice place and good view.",General
1331,"Five stars all the way - best view and value","I stayed in so many hotels in Singapore, this one had the best view and value.
Clean room, accommodated late check-in, late check-out, terrific view of the Singapore Flyer and Skywalk from room. 

Only negative was that the mobile phone in the room wasnt charged when I got there (from previous user). ",Room
1332,"Convenient Location and Nice Bay View","The view of our room (located on 14th Fl.) was 10 times of the price we paid. We could see the panoramic bay view from left (Singapore flyerEsplanade) to right (financial district) plus Marina Bay Sands in the middle. The hotel is 5-min walk to City Hall MRT station and located near a lot of attractions e.g. Clark Quay, The Parliament, Museums, Shopping Malls. The hotel is old but nicely renovated in good condition. Highly recommended!!!",Location
1333,"Not up to four stay standard generally ","Good location
Pretty old and small room
Pool access is pool without towel for user
",General
1334,"good location","Good location.Room is old and rundown but I have a nice view of MBS.",Location
1335,Good,Good,General
1336,"Big spacious rooms ","Great location we walked everywhere from the hotel including Chinatown , Clarke quay and marina bay sands ",Room
1337,"Quiet but Convenient","Good for every kind of travelers because of its centralized location.",Location
1338,"happy stay!","Peninsula Excelsior Hotel is a convenient hotel to stay",General
1339,"Convenience. Spacious room. ","We loved our stay at Pen. They have this Travel Buddy, a complimentary usage of cellphone during our entire stay. We bring it everywhere we go and use its unlimited internet usage. So its so useful tool to search for everything you need. Plus, our room has a wonderful view. Just right in front the Marina Bay, where we just watched the New Years fireworks. Big and clean king sized bed. We will surely go back again at Pen. ",Room
1340,"Perfect all condition","Location, location and location...",Location
1341,"Advance New Year","Awesome...i made another new booking for a deluxe room bt was free upgrade to club room...as d previous day...i hd stayed in d same room...it was upsell fm deluxe to club...i luv d view fm d 19th flr as it was facing d flyers n mbs...dis my 5th staycation...would nvr be disappointed with their svcs...great staff...","Facilities & Services"
1342,"Too many Bfast packed ","Breakfast table was ChaosQ to go inNot enough food cutlery - big disappointment in the Morning .. confusing entrance makes difficult to meet arrange appointment. . ",General
1343,"Good Location","Near to City Hall and Clarke Quay MRT",Location
1344,"Staycation on New Year's Eve","We requested for a non-smoking room, and sea view but apparently we are in a smoking floor area. For the view, we understand they are full house during that time but they should take note of the non-smoking request as we have allergies towards cigarette smoke. Staff are friendly and corteous but the breakfast buffet has a bit limited selection or maybe we set our expectations too high. Ok but may not book again if theres a better option. ",Room
1345,"
                                        ","All of thing from this hotel is good but I get the room which water for shower so slowly",General
1346,"new hotel when i stay . good location ","good location ",Location
1347,"good hotel","good hotel",General
1348,"Great location","Very close to the station and walking distance to SEA aquarium and restaurants/ cafe/ food courts. The hotel allow us to check in at 10am. It was really nice since our flight arrived early in the morning and I brought 2 little boys. ",Location
1349,"onsen jacuzzi tiles was very mouldy","staff very friendly and helpful","Facilities & Services"
1350,"Not up to expectation ","Expecting the Starwood standard of services but really quite upset while seeing hair and toothpaste inside the basin, black stain on bedsheet and the breakfast was not able to replenish in time due to 2 groups of tourist. Hope management could review and improve the services, thanks.","Facilities & Services"
1351,"
                                        ","Good Service by staff. Good location and near Sentosa Tram. Overall nice experience there.",Location
1352,"Super hotel","Great location and staff. Edison lee does a great job with reservations. We got upgraded and a late check out.Housekeeping kept our room spotless, left her a good tip, which coming from a thrifty guy is quite a fear, lol",General
1353,Anniversary,"Great location and place to stay. Price is reasonable for Sentosa hotel but the facilities, staff and room make it worth. Good place to stay.",General
1354,"Enjoyed my stay very much","The location was great, everything was up to standard. I enjoyed my stay very much. ",Location
1355,"Nice room with beautiful view","Check in was smooth and quick. Nicely decorated hotel and lovely room. Only problem was the bath tube tap water pressure was too low to fill up the tub quickie. ",Room
1356,Sentosa,"Poor view. Water dripping at night near bed headstand. AC not working properly day 1....but Sentosa island and all the attractions made the visit good.",General
1357,"Nice new hotel","Love the onsen and clean room. wife and kids enjoyed their stayed. Walking distance to attractions.",Room
1358,"Service ","Overall service and cleanliness are really good. Location wise if you wanna hang around Sentosa island or even town area is also quite convenient. After all is just a little request if the swimming pool can open until more late is much more better. Thank you ",General
1359,"Amazing hotel","Loving everything about this hotel",General
1360,"Good stay","The staffs were really friendly and the room was rather spacious. Room service was prompt. Pool lights were faulty but fixed promptly after informed. ",General
1361,Excellent,"Great hotel",General
1362,"second time there...","It was excellent like always...",General
1363,"Not too bad, but can be better","Location wise is near to RWS and Beach. With World of Whisky in their premises, a plus point. However would love more facilities within the hotel.",Location
1364,"Relaxing room with great facility","Relaxing room with great facility","Facilities & Services"
1365,"Nice Hotel","Good Location! Staffs are very friendly. Cleanliness ok, not bad. Value for Money.. Recommend this hotel to others.. ",General
1366,good,"good place",General
1367,"slow check in ","slow check in ",General
1368,"Disappointed found bedbug","All the while are looking good and nice, but at last disappoint have bedbug. After we make call to complain, the housekeeping visit our room, we showing them the bedbug. They tell us not, that is not bedbug and use finger make it died and blow away answer us is nothing. Luckily I have make video for the bedbug to show them. Finally help us change the bed sheet before we sleep. Actually all the day is feeling very great, the staff nice, polite and helpful, the location convenient for you plan go to vacation in Sentosa. They have welcome drink for guest, the room no more for our booking, they free upgrade to us and provide us one piece of cake for your celebration. At the end feel disappointed for their attitude solve the bedbug case.",General
1369,Nil,Nil,General
1370,service,"best service","Facilities & Services"
1371,"Good place to stay","good service and location.",General
1372,"value for money","Comfortable hotel, good service, convenient location ",General
1373,"Good location, modern amenities","The hotel is well located - near enough to walk over to USS, SEA aquarium and RWS establishments. Rooms are well furnished and clean.",Location
1374,"Good hotel","Pleasant stay. Good for staycation. ",General
1375,"Vacationing with kids ","Very conveniently located within our itinerary which is Universal Studios. The trains are very accessible and can drop to the nearest mall with free train passes. We have dinner in the mall on a budget but relaxation par excellence upon return to our room. ",Location
1376,"Le Meridian ","Stay was good but I twisted my ankle at the pool side as the planks was not maintained. I did feedback to the manager. So occupants might wanna be careful ",General
1377,"Wonderful stay in Le Méridien hotel","Auto upgrade us to a bigger room with jacuzzi. Swimming pool just outside the room. Bathroom with sauna, toilet bowl seat is warm. Clean and quiet. Friendly staff. Convenient location. Monorail station just opp the hotel. Check out at 12 unlike some of the hotels check out at 10.30am. Thank you forthe upgrade",General
1378,"Sub average ","I had done this survey already yet you are asking for my thoughts again.
In a nutshell it was utterly disappointing and no I would not recommend this hotel to my friendS.",General
1379,"Wonderful staycation","The staff were vwry helpful to our request. The room service cleaning is very prompt. Only downside is there is a party gg on and we can hear the DJ . But bevause of this. We managed to catch beautiful fireworks outside the full panel window while lying in bed with our toddlers. Love the bathtub too. Love the proximity to kfc. :) will stay again if we are visiting sentosa. ",General
1380,"nice room, good location","perfect room and perfect location.. wanna go back again :)",General
1381,"Good staycation","Pros: fast check-in and the room is spacious and clean.. 

Cons: N.A",Room
1382,"Rooms by the lift. Noisy. Toilet phone spoilt. Reception staff gave scripted answers.","Check out was extended to 1pm, but key cards to both our rooms were deactivated at 12! We found out when we were locked out.Annoying! Hotel staffs response to this was scripted and robotic, - not at all customer focused.We were checked in late to one of rooms (past 3pm) because hotel wasnt ready. Despite us having to wait till close to 4pm, there was no complimentary service / gesture to make up for lousy service. Top it all, both our rooms were situated by the lift when I had already complained when the first one given was by the lift!! Horrifying! Complete lack of customer service. overall an awful experience / stay. And to think that we are repeat customers - 2nd stay this year at le meridian.",General
1383,"Awesome staycation","Awesome stay I had recently.Had liaise with the hotel for some deco for my friends birthday. Was impressed with the decoration that they had done. Kudos to the team. Will definitely stay there again in future.",General
1384,"Nice room!","the room is really nice and spacious! we booked the premium double room but we requested to have twin room instead, the staff is nice enough to arrange for us. the location is good, just opposite imbiah tram station. The merlion is just opposite the hotel as well. totally recommend this hotel! good stay~!",Room
1385,"Old rooms and noisy","Stayed there with young kids over the weekend. Was put on the same level as the ballroom.The noise went on till 11pm. Called the duty manager. Ut said thst there was nothing they could do.. disappointed with the rooms too as they were old and run down. Will not return to stay. ",General
1386,"Good location and service","Its a 5 star hotel and it comes with 5 star service, facilities and price.Overall its an enjoyable stay.",General
1387,"A new hotel that has been renamed","Booked this hotel to celebrate my husbands birthday, a staycation. All is pretty smooth, no need to pay for hotel parking. Room is pretty small however. It is located opposite the Merlion, you can walk opposite. ",General
1388,Excellent,"Room good for 3
Nice clean elegant room.
Excellent location in sentosa",General
1389,"Very convenient location ","Pro - location is just beside the station, very convenient to travel from one place to another 
Con - bath tub is not clean, but we didnt use it anyway! ",Location
1390,Good,Good,General
1391,"Disappointed with the room","We have stayed at the hotel several times and they have all been wonderful experiences. But my latest stay was woeful as we were given a room right next to the lift. We were also not given the baby cot till in the evening and after we reminded the staff twice. Because of the location of the room, we could not have a good nights rest as we were awaken by guests talking along the corridor late into the night and early in the morning. The door wasnt sound proof and my child was awaken everytime someone spoke along the corridor. We requested to change a room but were told that there were no rooms available. Overall a terrible experience. ",General
1392,"Everything well done",Appreciated,General
1393,Feedback,"The staffs were very polite and kind. It was a great surprise that they gave me a birthday cake on my birthday. The breakfast was delicious and the room was very nice. I had a very great time and would definitely recommend this hotel to my family and friends. :)","Facilities & Services"
1394,Feedback,"Right choice of Hotel especially if your main purpose is to visit Sentosa. Location is Superb, just walking distance to Universal Studio and Resort World. Staffs at counter lobby are nice. Our room is neat and clean and with beautiful view, facing Merlion.","Facilities & Services"
1395,Nice,"Not that bad :) for staycation its good to try ",General
1396,"Great hotel for couples","Hotel is conveniently located near RWS and other attractions in Sentosa. The rooms are well appointed and cosy with warm tones. Staff are always courteous and attentive. Recommended for couples for a short staycation.",Location
1397,good,"visit next time",General
1398,"Nice hotel","Elegant hotel. Staff were attentive to our needs and very welcoming. We had no problems during our stay.","Facilities & Services"
1399,"Prior warning","We felt very disappointed when we arrived, as we opened the curtains we found a construction site right outside our window. Yes we complained, and yes we were moved. However this work should have been notified prior to travel as we would have made alternative arrangements. Future travellers be aware, this work is noisy and is set to continue for some time!",Room
1400,Staycation,"The room was clean, pool was decent and room service was good.","Facilities & Services"
1401,"Got Upgrade","Got upgraded to Merlion Suite room. Hotel is very posh but staff not very accommodating. Bed is too light. Slight movements can shift it. Pillows very thin.Bath very luxurious.Got complimentary cake for birthday.",General
1402,"Great room and hotel!","I love the way the whole concept of the hotel, the rooms are cosy yet fancy and the facilities are well kept. The only con for me was that the fridge didnt work well and didnt keep the things in the fridge cold.",Room
1403,"Convenient and the room is big","Extremely convenient. Near sentosa express. Only 1 minute walk to the station.Room is big, toilet is big.But family stay for 4 people in a room, they just have one double bed + one sofa bed.Envirnoment is good! Very clean. ",Location
1404,"great hotel, Nice ambience","refreshment drinks at lobby, hotel is chill and clean. Great ambience","Facilities & Services"
1405,"Poorly maintained Hotel","Pros - Accessible to sentosa attractionCons - Room is small and doesnt look comfortable in design arrangement. Cleanliness is poor as there is cobweb in room. Breakdown in communication. Stated wedding anniversary in agoda website request but hotel never receive the information and didnt make any special arrangement for hotel room in regard to the event. For the room, it is small and cramp in design. Overall, it doesnt worth the high cost. Breakfast buffet is also limited. There is not much variety of food which pales badly as compared to other overseas hotel including malaysia hotel such as puteri harbour in johor etc. Food and Room are unattractive which definitely doesnt call for a return. Thks",General
1406,"Birthday Staycation","Hotel suite is spacious and looks fantastic. Convenient location as it is right next to Imbiah station (monorail). Only drawback is there were no clear indication at the reception area for checkins and checkout so no one was queueing up and we had to wait for awhile before we got a chance to speak to the staff at the counter. A pleasant stay overall.",General
1407,"quieter area to stay n convenient","located next to Imbian station of the monorail. very quiet n yet 5mins walk to RWS. polite n frenly staff. good service as well... ",Location
1408,"Excellent staycation with my love one","The ultimate relaxation and retreat. ","Facilities & Services"
1409,"Perfect Stay","Excellent service and friendly staff. We had a comfortable stay. The location is great and the hotel is grand. We will definitely come back.","Facilities & Services"
1410,"Disappoint on the stay","Basic hotel room accessories not completed like shower cap, face towel etc.
Deposit amount should be hold up without transaction however debit my account. Need to call for further action. Very disappoint for this stay",General
1411,"One romantic hotel for stay","The hotel is every nice and romantic. I deeply love with the oitdoor Zen bath tub. ",General
1412,"Good rooms but basic hotel facilities","Not much faciities including spa. Room is nice and room service is pretty decent. ",General
1413,"Great will stay against","No comments, everything was grear",General
1414,"A wonderful stay with family","Room comforbility is there. A good choice for family with elderly and young kids.",General
1415,"olde world hotel","doesnt have the sheer opulence of the raffles hotel nor the price tag but does have a few similarities.rooms ok buteverything else very chic. fantastic location in a very scenic area, would highly recomend",General
1416,"Good ambience, beautiful place, just that its room wifi is weak","Hotel suite is big and nice, goodcosy ambience; convenient location, its just beside the Imbiah monorail station. Only drawback is that its room wifi is rather weak, poor steaming. Hotel should work to improve its wifi connection. Other than this, we had an enjoyable and relaxing staycation with them! ",General
1417,Dating,"Enjoyed the place we stay. Clean, friendly staff and easy access.",General
1418,"staff is friendly ","staff is friendly and location is good
service is great","Facilities & Services"
1419,"Family staycation","Super nice environment! Got the onsen suite, nice room service also. ",Room
1420,"Good place to relax","Hopefully can upgrade the body wash,shampoo comes with conditioner with aroma smell",General
1421,"Great hotel","Well located, excellent roomsfacilities. Amazing whiskey bar","Facilities & Services"
1422,"Neat room with my favourite coffee :)","The staff are friendly. The room is quite spacious with tall ceiling. The fact that they serve my favourite Nespresso coffee in the room is definitely a plus. It was a pity that our room is facing a construction site, which left little sea view for us. As a small piece of suggestion, the hotel might want to reconsider on the pillow size and the length of the bed as both my fianc and myself (both not very tall) find our feets falling off the edge of the bed. Perhaps they can utilize the room space a bit more for a longer bed so that the proportion fits better? ",General
1423,"Room is old and dirty","The heritage premium room is old and dirty. Location is good as its just next to the Sentosa Express Imbiah Station",Location
1424,"Good Staycation","Location is ideal for a Short Stayover with great facilities",Location
1425,"Nice and comfy,big bath tub !","My boy enjoyed his stay very much. There was a big bath tub in the room, an option for him to play when it was too hot outside.

Room isnt big but we are contented as the toilet (bathtub)area is spacious.Location was fine, not near to the beach but walking distance to USS. 

The only thing we are kind of no like is the lift. It only accessible via the main front desk and the area isnt big. ",General
1426,good,"room is good",General
1427,"Location is centralized","Centralized location",Location
1428,"Great ","Close to everything",General
1429,"Love the hotel. So cosy till dont feel like going anywhere","Highly recommend. Staffs r v friendly n efficent. They gv me free upgrade n late check out n offer me birthday cake as its my bday.","Facilities & Services"
1430,"Close to all the action and yet a tranquil haven of its own","Agoda has a habit of cheating me of my free breakfast Even though I had booked a room for 2 adults I ended up with only 1 free breakfast. Nonetheless, this is a very decent hotel even though its much less fancy than those in RWS.",General
1431,"Deluxe room","Celebration for our Wedding Anniversary..... Even though the view is construction site, but the room is nice, cozyclean.... 100% will come again next time to try other rooms.... Hope to have a free upgrade room in future,,,,, ",General
1432,Excellent,"Convenient location",Location
